PARCELSIZE,BLDGSIZE,BLDGTOTVAL,AGE_2014,X_COORD,Y_COORD,SITEADDR,TLID,FIPS,DEMOLISHED,WSAddr,WScore,WSDesc,TScore,TSDesc,Total.Pop,Pop.Density,Median.Hhld.Income,Pct.White.Alone,Pct.Black.Alone,Pct.Asian.Alone,Pct.Renter.Occ,Median.Year.Built,Median.Gross.Rent.Pct.Inc,BLDGSIZE.thous,PARCELSIZE.sqft,COVERAGE
2.14398811,4038,0.3863964083736437,73,7640609,652606,975 SW ENGLEWOOD DR,1S1E33DC  -00100,410510064022,1,975 SW ENGLEWOOD DR,4,Car-Dependent,15,Minimal Transit,2735,2003.253,120163,89.50639853747715,0,4.16819012797075,7.979274611398964,1979,26.799999239999998,4.038,4.9219194444444444e-5,82041163.9316414
1.87874999,1364,0.1780801937017751,60,7637296,652939,12434 SW ORCHARD HILL RD,1S1E33CB  -03000,410510064022,1,12434 SW ORCHARD HILL RD,41,Car-Dependent,23,Minimal Transit,2735,2003.253,120163,89.50639853747715,0,4.16819012797075,7.979274611398964,1979,26.799999239999998,1.364,4.313016505968779e-5,31625197.773121476
2.74281965,2548,0.35531855885838187,68,7641177,656416,10930 SW BOONES FERRY RD,1S1E33AA  -02900,410510063002,1,10930 SW BOONES FERRY RD,11,Car-Dependent,19,Minimal Transit,1760,1270.712,171875,84.7159090909091,0.17045454545454544,6.534090909090909,6.25,1972,10,2.548,6.296647497704316e-5,40465978.14041474
0.71788509,1965,0.4338248680138358,61,7632573,657485,10645 SW 41ST AVE,1S1E29CC  -08600,410510064032,1,10645 SW 41ST AVE,57,Somewhat Walkable,40,Some Transit,2337,6993.4,57212,73.72700042789901,18.185708172871202,5.0919982884039365,48.79120879120879,1978,33.40000153,1.965,1.648037396694215e-5,119232731.24393767
0.1147418,936,0.3664151673437802,109,7650001,661252,1345 SE MARION ST,1S1E26BA  -03300,410510001004,1,1345 SE MARION ST,89,Very Walkable,41,Some Transit,1139,9797.95,50147,92.8884986830553,0,5.092186128182616,64.96212121212122,1942,27.5,0.936,2.63410927456382e-6,355338333.54540366
0.40767496,1724,0.3753992825200256,87,7670133,661919,8703 SE HARNEY ST,1S2E21CD  -06500,410510089022,1,8703 SE HARNEY ST,58,Somewhat Walkable,48,Some Transit,1002,4633.36,23125,60.97804391217565,3.6926147704590817,4.491017964071856,75.36534446764091,1974,49.5,1.724,9.358929292929293e-6,184209106.19577911
0.17242332,816,0.4840597566610196,35,7658725,662188,4305 SE HARNEY ST,1S2E19CC  -06000,410510003024,1,4305 SE HARNEY ST,57,Somewhat Walkable,39,Some Transit,1472,3354.03,91354,98.36956521739131,0,0,14.423076923076922,1939,50,0.816,3.9582947658402205e-6,206149377.01002392
0.20174022,1248,0.23010593742301058,30,7659004,662322,4407 SE UMATILLA ST,1S2E19CC  -01700,410510003024,1,4407 SE UMATILLA ST,57,Somewhat Walkable,39,Some Transit,1472,3354.03,91354,98.36956521739131,0,0,14.423076923076922,1939,50,1.248,4.631318181818182e-6,269469717.04501957
0.43127202,1675,0.6026956346811507,65,7670283,662337,8728 SE CRYSTAL SPRINGS BLVD,1S2E21CD  -06205,410510089022,1,8728 SE CRYSTAL SPRINGS BLVD,47,Car-Dependent,49,Some Transit,1002,4633.36,23125,60.97804391217565,3.6926147704590817,4.491017964071856,75.36534446764091,1974,49.5,1.675,9.900643250688705e-6,169180926.69216055
0.11479547,728,0.37165124208475403,67,7663953,662379,6337 SE TENINO ST,1S2E20CC  -02200,410510088002,1,6337 SE TENINO ST,47,Car-Dependent,33,Some Transit,1813,10198.77,50784,77.93712079426365,0.882515168229454,12.079426365140652,30.246913580246915,1963,38,0.728,2.6353413682277317e-6,276245046.9517656
0.11478863,1400,0.4572508842541773,104,7649423,662408,1124 SE TENINO ST,1S1E23CD  -12200,410510001005,1,1124 SE TENINO ST,93,Walker's Paradise,38,Some Transit,652,7959.428,81250,92.33128834355828,0,0,36.477987421383645,1953,20,1.4,2.6351843434343435e-6,531272130.3494954
0.12163221,1020,0.4573504350165934,65,7665458,662569,6927 SE CRYSTAL SPRINGS BLVD,1S2E20CA  -12000,410510088001,1,6927 SE CRYSTAL SPRINGS BLVD,60,Somewhat Walkable,39,Some Transit,1468,8343.781,52206,86.78474114441417,1.2942779291553135,2.17983651226158,13.319672131147541,1956,41.79999924,1.02,2.7922913223140497e-006,365291397.7309135
0.11480317,869,0.2797354984514941,103,7652077,662596,1944 SE TACOMA ST,1S1E23DD  -12900,410510002004,1,1944 SE TACOMA ST,83,Very Walkable,48,Some Transit,1260,6770.283,56042,85,2.857142857142857,4.523809523809524,54.20711974110033,1963,27,0.869,2.6355181359044993e-6,329726435.2543576
0.11479582,720,0.44893460690668624,86,7652127,662594,2006 SE TACOMA ST,1S1E23DD  -13000,410510002004,1,2006 SE TACOMA ST,83,Very Walkable,48,Some Transit,1260,6770.283,56042,85,2.857142857142857,4.523809523809524,54.20711974110033,1963,27,0.72,2.6353494031221305e-6,273208554.10937434
0.13769108,632,0.34943321833415475,85,7663302,662658,8057 SE 62ND AVE,1S2E19DA  -08100,410510088002,1,8057 SE 62ND AVE,50,Somewhat Walkable,34,Some Transit,1813,10198.77,50784,77.93712079426365,0.882515168229454,12.079426365140652,30.246913580246915,1963,38,0.632,3.1609522497704313e-6,199939749.18346202
0.1148303,1083,0.4493222427603204,63,7657009,662724,3664 SE CRYSTAL SPRINGS BLVD,1S1E24DD  -06100,410510003024,1,3664 SE CRYSTAL SPRINGS BLVD,53,Somewhat Walkable,46,Some Transit,1472,3354.03,91354,98.36956521739131,0,0,14.423076923076922,1939,50,1.083,2.6361409550045914e-6,410827804.1597035
1.21150946,904,0.1514916698953894,65,7686534,662889,14841 SE BARBARA WELCH LN,1S2E24CA  -00700,410510089011,1,14841 SE BARBARA WELCH LN,5,Car-Dependent,11,Minimal Transit,4978,2092.317,84467,72.67979108075532,0.9642426677380473,22.057051024507835,24.55919395465995,1998,28,0.904,2.781243021120294e-5,32503452.346133556
0.1147675,1096,0.5294988369634173,130,7648722,663108,835 SE SPOKANE ST,1S1E23CB  -11000,410510001007,1,835 SE SPOKANE ST,93,Walker's Paradise,37,Some Transit,1031,7724.106,66583,89.33074684772066,0,6.9835111542192045,34.8235294117647,1956,27.700000760000002,1.096,2.6346992653810832e-6,415986755.8324439
0.68864363,2035,0.6121276721738615,72,7670501,663162,8821 SE LAMBERT ST,1S2E21CA  -02400,410510089022,1,8821 SE LAMBERT ST,54,Somewhat Walkable,50,Good Transit,1002,4633.36,23125,60.97804391217565,3.6926147704590817,4.491017964071856,75.36534446764091,1974,49.5,2.035,1.5809082415059688e-5,128723473.4168673
0.86455747,2276,0.6019930728565352,84,7670282,663254,8715 SE LAMBERT ST,1S2E21CA  -02100,410510089022,1,8715 SE LAMBERT ST,61,Somewhat Walkable,49,Some Transit,1002,4633.36,23125,60.97804391217565,3.6926147704590817,4.491017964071856,75.36534446764091,1974,49.5,2.276,1.9847508494031222e-5,114674343.16425489
0.9156096,1804,0.4859530996052937,89,7670101,663214,8609 SE LAMBERT ST,1S2E21CB  -04200,410510089022,1,8609 SE LAMBERT ST,61,Somewhat Walkable,49,Some Transit,1002,4633.36,23125,60.97804391217565,3.6926147704590817,4.491017964071856,75.36534446764091,1974,49.5,1.804,2.1019504132231406e-5,85825050.32712631
0.05739723,930,0.2762836185819071,109,7648330,663764,704 SE LEXINGTON ST,1S1E23CB  -06100,410510001007,1,704 SE LEXINGTON ST,84,Very Walkable,35,Some Transit,1031,7724.106,66583,89.33074684772066,0,6.9835111542192045,34.8235294117647,1956,27.700000760000002,0.93,1.317659090909091e-6,705797126.4466944
0.2294961,2012,0.3042681612416469,92,7657055,664123,3661 SE REX ST,1S1E24AD  -20000,410510003025,1,3661 SE REX ST,49,Car-Dependent,44,Some Transit,952,6337.404,107917,95.16806722689076,0,1.7857142857142856,9.866666666666667,1939,NA,2.012,5.268505509641873e-6,381891979.8637101
0.20474002,752,0.4927377563681483,85,7665248,664729,6804 SE OGDEN ST,1S2E20BD  -08400,410510087001,1,6804 SE OGDEN ST,65,Somewhat Walkable,39,Some Transit,1712,8054.97,51994,66.41355140186917,0,19.21728971962617,21.144674085850557,1956,22.200000760000002,0.752,4.700184113865932e-6,159993732.53944197
0.17206718,1260,0.5697681885314326,55,7660440,665044,5011 SE OGDEN ST,1S2E19BD  -02500,410510087003,1,5011 SE OGDEN ST,76,Very Walkable,42,Some Transit,1192,7587.694,63000,64.34563758389261,0,25.587248322147648,20.28301886792453,1943,34.09999847,1.26,3.950118916437098e-6,318977738.81108534
0.13769411,704,0.2673992673992674,70,7664009,665138,7020 SE 63RD AVE,1S2E20BC  -04600,410510087001,1,7020 SE 63RD AVE,53,Somewhat Walkable,36,Some Transit,1712,8054.97,51994,66.41355140186917,0,19.21728971962617,21.144674085850557,1956,22.200000760000002,0.704,3.161021808999082e-6,222712794.3235916
0.52661849,2214,0.57403407727381806,51,7684898,665350,14227 SE COOPER ST,1S2E24BB  -04200,410510089011,1,14227 SE COOPER ST,13,Car-Dependent,21,Minimal Transit,4978,2092.317,84467,72.67979108075532,0.9642426677380473,22.057051024507835,24.55919395465995,1998,28,2.214,1.2089497015610653e-5,183134169.86175323
0.62509405,1558,0.6027859397105234,24,7684596,665406,6715 SE 142ND AVE,1S2E23AA  -00600,410510089011,1,6715 SE 142ND AVE,13,Car-Dependent,21,Minimal Transit,4978,2092.317,84467,72.67979108075532,0.9642426677380473,22.057051024507835,24.55919395465995,1998,28,1.558,1.4350184802571164e-5,108570030.38182816
0.11291002,1365,0.4306371441482151,88,7660082,665404,4840 SE BYBEE BLVD,1S2E19BA  -18300,410510087003,1,4840 SE BYBEE BLVD,78,Very Walkable,43,Some Transit,1192,7587.694,63000,64.34563758389261,0,25.587248322147648,20.28301886792453,1943,34.09999847,1.365,2.5920573921028465e-6,526608710.19241697
0.19250695,920,0.3254637436762226,74,7661400,665569,5325 SE BYBEE BLVD,1S2E19AB  -09900,410510087002,1,5325 SE BYBEE BLVD,77,Very Walkable,42,Some Transit,1546,5542.305,56429,86.02846054333764,0,5.239327296248383,60.57401812688822,1955,26.799999239999998,0.92,4.419351469237833e-6,208175341.201967
0.29851141,2862,0.4459968669291672,63,7658169,665603,4111 SE BYBEE BLVD,1S1E24AA  -02600,410510003022,1,4111 SE BYBEE BLVD,69,Somewhat Walkable,41,Some Transit,1390,6985.746,67105,74.31654676258994,0,9.784172661870503,13.035714285714286,1953,50,2.862,6.852879017447198e-6,417634689.4076847
0.11178043,1118,0.35575925285368387,94,7650046,665827,7104 SE 13TH AVE,1S1E23BA  -04000,410510001001,1,7104 SE 13TH AVE,94,Walker's Paradise,43,Some Transit,604,795.9839,60809,93.87417218543047,0,2.6490066225165565,39.51367781155015,1943,23.39999962,1.118,2.5661255739210283e-6,435676262.83062255
0.11481697,1109,0.4905110042047047,27,7658655,665840,4223 SE EVERGREEN ST,1S2E19BB  -11200,410510003022,1,4223 SE EVERGREEN ST,77,Very Walkable,41,Some Transit,1390,6985.746,67105,74.31654676258994,0,9.784172661870503,13.035714285714286,1953,50,1.109,2.6358349403122133e-6,420739547.4728169
0.85770209,2846,0.6099167822468793,54,7689556,665862,16111 SE FOSTER RD,1S2E13DD  -02600,410510089011,1,16111 SE FOSTER RD,13,Car-Dependent,0,No Nearby Transit,4978,2092.317,84467,72.67979108075532,0.9642426677380473,22.057051024507835,24.55919395465995,1998,28,2.846,1.9690130624426077e-5,144539416.9437083
0.35727759,1312,0.5039717563989409,58,7628319,665842,5822 SW MILES ST,1S1E19BD  -05400,410510066011,1,5822 SW MILES ST,27,Car-Dependent,21,Minimal Transit,1501,3746.101,80816,94.67021985343105,0,3.0646235842771485,44.230769230769226,1973,21.60000038,1.312,8.201964876033057e-6,159961670.14001635
0.18516492,1562,0.4934634437036761,93,7658749,666199,4240 SE GLENWOOD ST,1S2E19BB  -12900,410510003022,1,4240 SE GLENWOOD ST,77,Very Walkable,41,Some Transit,1390,6985.746,67105,74.31654676258994,0,9.784172661870503,13.035714285714286,1953,50,1.562,4.250801652892562e-6,367460099.89365155
0.31774049,724,0.2854437571013761,67,7665791,666430,7016 SE DUKE ST,1S2E20BA  -05000,410510087001,1,7016 SE DUKE ST,70,Somewhat Walkable,43,Some Transit,1712,8054.97,51994,66.41355140186917,0,19.21728971962617,21.144674085850557,1956,22.200000760000002,0.724,7.29431795224977e-6,99255338.84586129
0.79632865,2234,0.41835759056623817,74,7688031,666583,15440 SE MARTINS ST,1S2E13DC  -00600,410510089011,1,15440 SE MARTINS ST,11,Car-Dependent,0,No Nearby Transit,4978,2092.317,84467,72.67979108075532,0.9642426677380473,22.057051024507835,24.55919395465995,1998,28,2.234,1.8281190312213037e-5,122202108.3882892
0.17690027,970,0.596737026454051,77,7661728,666700,5429 SE DUKE ST,1S2E18DC  -11900,410510004023,1,5429 SE DUKE ST,79,Very Walkable,42,Some Transit,1421,9088.081,61548,87.54398311048557,0,9.570724841660802,24.567474048442904,1951,19.700000760000002,0.97,4.061071395775941e-6,238853225.04030097
0.18352688,1360,0.3220638473318412,106,7669322,666935,6315 SE 84TH AVE,1S2E16CC  -16200,410510006023,1,6315 SE 84TH AVE,81,Very Walkable,55,Good Transit,1181,10774.93,44919,74.42845046570703,0,16.76545300592718,18.461538461538463,1953,41.79999924,1.36,4.213197428833792e-6,322795222.1494748
0.09609476,1302,0.39096986903562597,106,7671371,667161,6132 SE 91ST AVE,1S2E16CD  -01600,410510006024,1,6132 SE 91ST AVE,81,Very Walkable,57,Good Transit,1413,10731.87,35353,58.740268931351736,5.7324840764331215,29.440905874026896,35.66433566433567,1971,42.20000076,1.302,2.2060321395775942e-6,590199923.4921862
0.11726097,785,0.3384420309829649,98,7657772,667266,6226 SE CESAR E CHAVEZ BLVD,1S1E13DD  -08000,410510003022,1,6226 SE CESAR E CHAVEZ BLVD,82,Very Walkable,42,Some Transit,1390,6985.746,67105,74.31654676258994,0,9.784172661870503,13.035714285714286,1953,50,0.785,2.6919414600550966e-6,291611096.17292094
0.28585081,1268,0.3666746430565526,104,7662641,667254,5807 SE TOLMAN ST,1S2E18DD  -13500,410510004023,1,5807 SE TOLMAN ST,77,Very Walkable,43,Some Transit,1421,9088.081,61548,87.54398311048557,0,9.570724841660802,24.567474048442904,1951,19.700000760000002,1.268,6.562231634527089e-6,193226949.40063316
0.34257899000000003,1320,0.2854972963120481,61,7683775,667315,13840 SE KNIGHT ST,1S2E14DD  -04100,410510089011,1,13840 SE KNIGHT ST,26,Car-Dependent,32,Some Transit,4978,2092.317,84467,72.67979108075532,0.9642426677380473,22.057051024507835,24.55919395465995,1998,28,1.32,7.86453145087236e-6,167842166.85325623
0.16804004,884,0.31251512950859356,67,7634351,667376,3544 SW VERMONT ST,1S1E20BA  -01000,410510066023,1,3544 SW VERMONT ST,63,Somewhat Walkable,38,Some Transit,2146,5029.385,76285,98.04287045666355,1.2581547064305685,0,32.849162011173185,1970,47.5,0.884,3.857668503213958e-6,229153956.40229553
0.09184793,944,0.4449225473321859,90,7671017,667559,8928 SE WOODSTOCK BLVD,1S2E16CD  -04800,410510006024,1,8928 SE WOODSTOCK BLVD,81,Very Walkable,57,Good Transit,1413,10731.87,35353,58.740268931351736,5.7324840764331215,29.440905874026896,35.66433566433567,1971,42.20000076,0.944,2.1085383379247015e-6,447703502.9531967
0.96995479,1638,0.3442687128092703,75,7682703,667852,13429 SE RAMONA ST,1S2E14DB  -03500,410510089012,1,13429 SE RAMONA ST,40,Car-Dependent,36,Some Transit,3346,6256.412,35877,54.333532576210395,31.47041243275553,2.7794381350866706,55.41082164328658,1992,50,1.638,2.226709802571166e-5,73561449.18878126
0.11477977,1324,0.45411193842549985,121,7643841,667704,0205 SW NEBRASKA ST,1S1E15CD  -07900,410510059002,1,0205 SW NEBRASKA ST,74,Very Walkable,47,Some Transit,1084,7325.896,78398,78.13653136531366,1.8450184501845017,1.107011070110701,63.13645621181263,1978,26.799999239999998,1.324,2.634980945821855e-6,502470426.6265737
0.22178149,914,0.26103741833300337,62,7663305,667694,6104 SE WOODSTOCK BLVD,1S2E18DD  -00600,410510004023,1,6104 SE WOODSTOCK BLVD,69,Somewhat Walkable,42,Some Transit,1421,9088.081,61548,87.54398311048557,0,9.570724841660802,24.567474048442904,1951,19.700000760000002,0.914,5.0914024334251605e-6,179518317.7820656
0.22119351,1024,0.3594748809472736,66,7662725,667710,5816 SE WOODSTOCK BLVD,1S2E18DD  -16900,410510004023,1,5816 SE WOODSTOCK BLVD,72,Very Walkable,43,Some Transit,1421,9088.081,61548,87.54398311048557,0,9.570724841660802,24.567474048442904,1951,19.700000760000002,1.024,5.077904269972452e-6,201657996.20431903
0.22050516,901,0.21706666666666666,103,7664432,667863,6515 SE WOODSTOCK BLVD,1S2E17CC  -01100,410510005013,1,6515 SE WOODSTOCK BLVD,67,Somewhat Walkable,41,Some Transit,905,7251.861,52016,79.77900552486187,0,9.060773480662982,34.51086956521739,1955,50,0.901,5.062101928374656e-6,177989304.1958746
0.19698532,2744,0.4029349813670347,123,7650789,668106,6003 SE MILWAUKIE AVE,1S1E14DC  -18500,410510001001,1,6003 SE MILWAUKIE AVE,86,Very Walkable,45,Some Transit,604,795.9839,60809,93.87417218543047,0,2.6490066225165565,39.51367781155015,1943,23.39999962,2.744,4.522160697887971e-6,606789582.0866245
0.52905085,2094,0.4820810330307851,69,7677191,668643,11314 SE HAROLD ST,1S2E15DB  -03200,410510085001,1,11314 SE HAROLD ST,42,Car-Dependent,40,Some Transit,2974,5826.56,43496,78.24478816408877,2.65635507733692,11.83591123066577,48.79832810867293,1969,41.40000153,2.094,1.214533631772268e-5,172411857.9527847
0.76882169,1851,0.3129656670036317,71,7676406,669566,5121-5135 SE 111TH AVE,1S2E15BD  -03100,410510085002,1,5121-5135 SE 111TH AVE,43,Car-Dependent,40,Some Transit,1110,3284.695,43438,78.37837837837837,1.5315315315315314,10.72072072072072,17.887931034482758,1957,50,1.851,1.7649717401285584e-5,104874200.41440298
0.14450066,744,0.4008969810562956,89,7662062,669625,5529 SE INSLEY ST,1S2E18AC  -07900,410510004022,1,5529 SE INSLEY ST,66,Somewhat Walkable,47,Some Transit,821,5991.271,75313,91.35200974421437,0,4.263093788063337,20.414201183431953,1944,34.90000153,0.744,3.3172786960514236e-6,224280221.2806502
0.08752721,1266,0.5263559969442322,104,7650923,669652,5434 SE MILWAUKIE AVE,1S1E14AC  -09100,410510002001,1,5434 SE MILWAUKIE AVE,71,Very Walkable,46,Some Transit,1080,4796.916,35602,89.53703703703704,0,3.888888888888889,63.92294220665499,1950,37.09999847,1.266,2.0093482552800733e-6,630055042.311985
0.18308669,2770,0.683929295579781,10,7629736,670046,5717 SW 53RD AVE,1S1E18DB  -03100,410510067011,1,5717 SW 53RD AVE,57,Somewhat Walkable,34,Some Transit,1893,4924.55,84352,95.45694664553619,0,3.433703116745906,19.938650306748464,1954,27.60000038,2.77,4.203092056932966e-6,659038622.6328086
0.10449509,1102,0.5125424471464564,35,7668238,670295,7918 SE RAYMOND ST,1S2E17AD  -05100,410510005021,1,7918 SE RAYMOND ST,92,Walker's Paradise,52,Good Transit,921,6226.648,35313,85.34201954397395,1.1943539630836049,9.554831704668839,57.92349726775956,1949,49.29999924,1.102,2.398877180899908e-6,459381584.34047
0.13760418,1672,0.5182042157131125,108,7664040,670838,4849 SE 63RD AVE,1S2E17BB  -12200,410510005014,1,4849 SE 63RD AVE,88,Very Walkable,44,Some Transit,1020,9417.937,53846,89.90196078431373,0,5,47.072072072072075,1939,29.39999962,1.672,3.158957300275482e-6,529288572.4837719
0.12915196,881,0.38748272081605417,86,7630603,670915,5327 SW 50TH AVE,1S1E18AC  -04800,410510067012,1,5327 SW 50TH AVE,68,Somewhat Walkable,34,Some Transit,1405,4255.629,50978,79.5017793594306,2.5622775800711746,3.131672597864769,54.58333333333333,1979,39,0.881,2.9649210284664833e-6,297141135.14034164
0.39792578,10648,0.6974751923421703,32,7655470,670996,4911 SE 33RD AVE,1S1E13BA  -11200,410510003013,1,4911 SE 33RD AVE,63,Somewhat Walkable,45,Some Transit,1698,10245,37069,90.16489988221437,0.11778563015312131,8.716136631330977,59.33544303797469,1969,50,10.648,9.135118916437098e-6,1165611536.9051988
0.08715425,993,0.4816510843986517,89,7663386,672122,4419 SE 61ST AVE,1S2E07DD  -07800,410510008022,1,4419 SE 61ST AVE,89,Very Walkable,48,Some Transit,882,8942.426,61488,76.19047619047619,21.768707482993197,0,55.14285714285714,1939,28.799999239999998,0.993,2.0007862718089993e-6,496304884.73023397
0.99167292,1180,0.22222960845576015,75,7628151,672508,5990 SW HAMILTON ST,1S1E18BA  -04200,410510068011,1,5990 SW HAMILTON ST,43,Car-Dependent,35,Some Transit,2402,4376.349,74551,80.14154870940882,2.7477102414654455,4.412989175686928,39.543726235741445,1972,36,1.18,2.2765677685950413e-5,51832412.6467021
0.1141291,792,0.33455961913005844,64,7658044,672672,3934 SE BOISE ST,1S1E12DD  -03300,410510008023,1,3934 SE BOISE ST,79,Very Walkable,51,Good Transit,1285,8895.188,60495,88.09338521400778,0.7782101167315175,5.9143968871595325,50.99236641221374,1963,26.39999962,0.792,2.6200436179981636e-6,302285043.8669892
2.87771816,2964,0.8284138198006388,78,7628334,672824,5910 SW HAMILTON ST,1S1E18BA  -03900,410510068011,1,5910 SW HAMILTON ST,40,Car-Dependent,35,Some Transit,2402,4376.349,74551,80.14154870940882,2.7477102414654455,4.412989175686928,39.543726235741445,1972,36,2.964,6.6063318640955e-5,44866047.61878418
0.13773502,1167,0.46728530308888605,106,7653417,672827,4235 SE 26TH AVE,1S1E12CC  -03600,410510010002,1,4235 SE 26TH AVE,70,Very Walkable,54,Good Transit,1118,2921.954,71065,98.74776386404294,0,0,57.32838589981447,1943,29.5,1.167,3.1619609733700646e-6,369074763.9924835
0.1256857,1340,0.4991823385118561,70,7658383,673188,4019 SE GLADSTONE ST,1S1E12DD  -00200,410510008024,1,4019 SE GLADSTONE ST,83,Very Walkable,53,Good Transit,1570,8872.125,52539,71.0828025477707,2.8662420382165608,8.980891719745223,72.60458839406208,1964,28.299999239999998,1.34,2.885346648301194e-6,464415601.7749036
0.45773778,1710,0.5589414595028067,61,7678219,673618,11563 SE POWELL CT,1S2E10DB  -01600,410510084002,1,11563 SE POWELL CT,75,Very Walkable,49,Some Transit,2463,9915.027,31212,68.49370686155095,9.175801867641088,10.637434023548519,57.17255717255717,1984,36,1.71,1.050821349862259e-5,162729849.39106402
0.36788175,760,0.29286723597714565,67,7679359,674389,3244 SE 120TH AVE,1S2E10AD  -05200,410510084001,1,3244 SE 120TH AVE,74,Very Walkable,50,Good Transit,2063,8172.684,40479,75.95734367426078,3.6839554047503635,18.27435773145904,53.51681957186545,1973,29.700000760000002,0.76,8.445402892561984e-6,89989786.12013234
0.53224392,928,0.26454799226970155,66,7677513,674421,3299 SE 115TH AVE,1S2E10AC  -07000,410510084001,1,3299 SE 115TH AVE,72,Very Walkable,49,Some Transit,2063,8172.684,40479,75.95734367426078,3.6839554047503635,18.27435773145904,53.51681957186545,1973,29.700000760000002,0.928,1.22186391184573e-5,75949538.32445845
0.11478893,1597,0.4613757442807897,103,7644650,674450,3723 SW HOOD AVE,1S1E10CA  -01300,410510059004,1,3723 SW HOOD AVE,83,Very Walkable,68,Good Transit,1397,6575.019,45711,70.72297780959198,6.513958482462419,3.722261989978525,80.42659974905897,1967,25.39999962,1.597,2.635191230486685e-6,606028124.8374734
0.30140666,1868,0.3569447654263924,70,7680940,674523,12648 SE KELLY ST,1S2E11BC  -07300,410510090003,1,12648 SE KELLY ST,62,Somewhat Walkable,50,Good Transit,3782,11961.97,35764,63.98730830248546,9.730301427815972,18.905341089370705,72.27799227799227,1983,29.89999962,1.868,6.9193448117539025e-6,269967757.18227327
0.11478312,713,0.3397392672510677,119,7650168,675683,3226 SE 12TH AVE,1S1E11BD  -01700,410510010001,1,3226 SE 12TH AVE,93,Walker's Paradise,59,Good Transit,967,10036.5,62232,89.76215098241985,2.378490175801448,5.997931747673216,70.91295116772824,1963,22.799999239999998,0.713,2.6350578512396693e-6,270582294.6788692
0.18366779,912,0.24676777399131136,62,7655361,675712,3140 SE TIBBETTS ST,1S1E12BD  -09000,410510009013,1,3140 SE TIBBETTS ST,88,Very Walkable,53,Good Transit,835,7908.924,83654,80.83832335329342,0.11976047904191617,14.73053892215569,45.566502463054185,1939,20,0.912,4.216432277318641e-6,216296608.13145298
0.20086475,1904,0.3713083754727404,61,7640269,675898,3205 SW 11TH AVE,1S1E09AC  -04800,410510058002,1,3205 SW 11TH AVE,44,Car-Dependent,50,Good Transit,1684,3395.92,88625,78.68171021377673,2.434679334916865,13.123515439429928,49.334945586457074,1965,30.10000038,1.904,4.61122015610652e-6,412905898.12299067
0.18365291,3116,0.453543807606738,51,7640165,675907,3204 SW 12TH AVE,1S1E09AC  -04900,410510058002,1,3204 SW 12TH AVE,41,Car-Dependent,49,Some Transit,1684,3395.92,88625,78.68171021377673,2.434679334916865,13.123515439429928,49.334945586457074,1965,30.10000038,3.116,4.216090679522498e-6,739073287.7578689
0.11478965,1544,0.6067739018441893,83,7651698,676395,2905 SE 19TH AVE,1S1E11AB  -20200,410510010003,1,2905 SE 19TH AVE,91,Walker's Paradise,60,Good Transit,1089,4434.263,54712,95.50045913682277,0.3673094582185491,4.132231404958678,45.981308411214954,1939,31.89999962,1.544,2.635207759412305e-6,585912057.4023877
0.1138669,1508,0.47023630468932787,59,7654276,676544,2811 SE 28TH PL,1S1E12BB  -15600,410510009014,1,2811 SE 28TH PL,94,Walker's Paradise,55,Good Transit,886,9128.564,68472,84.53724604966139,0.7900677200902935,8.690744920993227,45.26854219948849,1939,24.299999239999998,1.508,2.6140243342516067e-6,576888279.2102008
0.11076424,1752,0.49612779883995983,91,7653662,676686,2740 SE 26TH AVE,1S1E12BB  -10700,410510009014,1,2740 SE 26TH AVE,95,Walker's Paradise,56,Good Transit,886,9128.564,68472,84.53724604966139,0.7900677200902935,8.690744920993227,45.26854219948849,1939,24.299999239999998,1.752,2.5427970615243344e-6,689005043.5050156
0.11075951,2228,0.5903582718651211,53,7653663,676736,2726 SE 26TH AVE,1S1E12BB  -10800,410510009014,1,2726 SE 26TH AVE,95,Walker's Paradise,56,Good Transit,886,9128.564,68472,84.53724604966139,0.7900677200902935,8.690744920993227,45.26854219948849,1939,24.299999239999998,2.228,2.5426884756657485e-6,876237895.9603559
0.78661997,1508,0.2927396753212416,64,7689458,676915,2242 SE 158TH AVE,1S2E01DD  -08400,410510097013,1,2242 SE 158TH AVE,74,Very Walkable,42,Some Transit,1902,8639.773,43750,74.76340694006309,4.679284963196635,13.774973711882229,37.634408602150536,1968,50,1.508,1.805830968778696e-5,83507262.0899772
0.11478575,1547,0.3643473029877682,115,7655984,676955,3353 SE CLINTON ST,1S1E12AB  -09500,410510009011,1,3353 SE CLINTON ST,95,Walker's Paradise,51,Good Transit,1049,9828.163,58798,85.89132507149667,0,7.816968541468065,47.893569844789354,1939,23.700000760000002,1.547,2.635118227731864e-6,587070433.3943892
0.09183174,1164,0.514052247121456,107,7658445,677158,2515 SE 41ST AVE,1S1E12AA  -00200,410510008014,1,2515 SE 41ST AVE,93,Walker's Paradise,52,Good Transit,1188,7432.355,73750,90.15151515151516,2.356902356902357,4.797979797979798,42.46861924686193,1939,29.5,1.164,2.1081666666666666e-6,552138508.9730414
0.11477865,1086,0.4477719832705117,90,7650166,677306,2537 SE 13TH AVE,1S1E11BA  -01800,410510010003,1,2537 SE 13TH AVE,92,Walker's Paradise,65,Good Transit,1089,4434.263,54712,95.50045913682277,0.3673094582185491,4.132231404958678,45.981308411214954,1939,31.89999962,1.086,2.6349552341597794e-6,412151214.5333649
