UniqueID,NearSchoolDist,NearSchoolMins,DistMeters,TimeMins
230170500,Johnson Elementary School,Johnson Elementary School,850,11.3
290231000,Buford Middle School,Buford Middle School,600,8
230099000,Buford Middle School,Buford Middle School,687,9.2
290229000,Buford Middle School,Buford Middle School,599,8
230162000,Johnson Elementary School,Johnson Elementary School,1049,14
230174100,Buford Middle School,Buford Middle School,635,8.5
290232400,Buford Middle School,Buford Middle School,851,11.3
300167100,Buford Middle School,Buford Middle School,384,5.1
230145000,Johnson Elementary School,Johnson Elementary School,1005,13.4
300166000,Buford Middle School,Buford Middle School,517,6.9
290150000,Buford Middle School,Buford Middle School,989,13.2
230100000,Buford Middle School,Buford Middle School,768,10.2
290147000,Buford Middle School,Buford Middle School,1094,14.6
230161000,Johnson Elementary School,Johnson Elementary School,1021,13.6
230173000,Buford Middle School,Buford Middle School,663,8.8
290232000,Buford Middle School,Buford Middle School,863,11.5
230101000,Buford Middle School,Buford Middle School,817,10.9
230146000,Johnson Elementary School,Johnson Elementary School,984,13.1
290230000,Buford Middle School,Buford Middle School,518,6.9
230124000,Johnson Elementary School,Johnson Elementary School,868,11.6
300167000,Buford Middle School,Buford Middle School,492,6.6
230160000,Johnson Elementary School,Johnson Elementary School,1021,13.6
230125000,Johnson Elementary School,Johnson Elementary School,886,11.8
230126000,Johnson Elementary School,Johnson Elementary School,899,12
300167200,Buford Middle School,Buford Middle School,364,4.9
230148000,Johnson Elementary School,Johnson Elementary School,916,12.2
230147000,Johnson Elementary School,Johnson Elementary School,957,12.8
230102000,Buford Middle School,Buford Middle School,763,10.2
230159000,Johnson Elementary School,Johnson Elementary School,982,13.1
230172000,Buford Middle School,Buford Middle School,690,9.2
300167300,Buford Middle School,Buford Middle School,350,4.7
290232500,Buford Middle School,Buford Middle School,885,11.8
230158000,Johnson Elementary School,Johnson Elementary School,982,13.1
300168200,Buford Middle School,Buford Middle School,346,4.6
230171000,Buford Middle School,Buford Middle School,712,9.5
300168300,Buford Middle School,Buford Middle School,463,6.2
230103000,Johnson Elementary School,Johnson Elementary School,813,10.8
230157000,Johnson Elementary School,Johnson Elementary School,938,12.5
300168100,Buford Middle School,Buford Middle School,344,4.6
300168400,Buford Middle School,Buford Middle School,440,5.9
230150000,Johnson Elementary School,Johnson Elementary School,873,11.6
230149000,Johnson Elementary School,Johnson Elementary School,842,11.2
300168500,Buford Middle School,Buford Middle School,333,4.4
230156000,Johnson Elementary School,Johnson Elementary School,971,12.9
230104000,Buford Middle School,Buford Middle School,754,10.1
230105000,Johnson Elementary School,Johnson Elementary School,827,11
230105100,Buford Middle School,Buford Middle School,805,10.7
230105800,Buford Middle School,Buford Middle School,644,8.6
240001000,Buford Middle School,Buford Middle School,624,8.3
230105200,Buford Middle School,Buford Middle School,787,10.5
230105300,Buford Middle School,Buford Middle School,769,10.2
230105400,Buford Middle School,Buford Middle School,751,10
240002000,Buford Middle School,Buford Middle School,604,8
230105700,Buford Middle School,Buford Middle School,663,8.8
230105500,Buford Middle School,Buford Middle School,732,9.8
240003000,Buford Middle School,Buford Middle School,584,7.8
230105600,Buford Middle School,Buford Middle School,688,9.2
240004000,Buford Middle School,Buford Middle School,569,7.6
230151000,Johnson Elementary School,Johnson Elementary School,901,12
240005000,Buford Middle School,Buford Middle School,530,7.1
240006000,Buford Middle School,Buford Middle School,510,6.8
240007000,Buford Middle School,Buford Middle School,491,6.6
240008000,Buford Middle School,Buford Middle School,472,6.3
240009000,Buford Middle School,Buford Middle School,452,6
240010000,Buford Middle School,Buford Middle School,433,5.8
240011000,Buford Middle School,Buford Middle School,414,5.5
230123000,Johnson Elementary School,Johnson Elementary School,802,10.7
240012000,Buford Middle School,Buford Middle School,394,5.2
240013000,Buford Middle School,Buford Middle School,346,4.6
250127000,Buford Middle School,Buford Middle School,472,6.3
300168000,Buford Middle School,Buford Middle School,353,4.7
250002000,Buford Middle School,Buford Middle School,714,9.5
250127100,Buford Middle School,Buford Middle School,472,6.3
230152000,Johnson Elementary School,Johnson Elementary School,920,12.3
250128000,Buford Middle School,Buford Middle School,472,6.3
230122000,Johnson Elementary School,Johnson Elementary School,748,10
250128100,Buford Middle School,Buford Middle School,487,6.5
230153000,Johnson Elementary School,Johnson Elementary School,937,12.5
230121000,Johnson Elementary School,Johnson Elementary School,733,9.8
250129000,Buford Middle School,Buford Middle School,503,6.7
230154000,Johnson Elementary School,Johnson Elementary School,952,12.7
230120000,Johnson Elementary School,Johnson Elementary School,719,9.6
230106000,Johnson Elementary School,Johnson Elementary School,776,10.4
240025000,Johnson Elementary School,Johnson Elementary School,804,10.7
240024000,Buford Middle School,Buford Middle School,806,10.7
240023000,Buford Middle School,Buford Middle School,786,10.5
240022000,Buford Middle School,Buford Middle School,764,10.2
240021000,Buford Middle School,Buford Middle School,740,9.9
240020000,Buford Middle School,Buford Middle School,719,9.6
240017000,Buford Middle School,Buford Middle School,658,8.8
240016000,Buford Middle School,Buford Middle School,640,8.5
240019000,Buford Middle School,Buford Middle School,696,9.3
240018000,Buford Middle School,Buford Middle School,676,9
240015000,Buford Middle School,Buford Middle School,621,8.3
240014000,Buford Middle School,Buford Middle School,589,7.8
230155000,Johnson Elementary School,Johnson Elementary School,969,12.9
230119000,Johnson Elementary School,Johnson Elementary School,702,9.4
240121000,Buford Middle School,Buford Middle School,542,7.2
250130000,Buford Middle School,Buford Middle School,496,6.6
230107000,Johnson Elementary School,Johnson Elementary School,731,9.7
240122000,Buford Middle School,Buford Middle School,396,5.3
240123000,Buford Middle School,Buford Middle School,407,5.4
240124000,Buford Middle School,Buford Middle School,418,5.6
230118000,Johnson Elementary School,Johnson Elementary School,684,9.1
240125000,Buford Middle School,Buford Middle School,438,5.8
250131000,Buford Middle School,Buford Middle School,480,6.4
240126000,Buford Middle School,Buford Middle School,457,6.1
230117000,Johnson Elementary School,Johnson Elementary School,666,8.9
250131100,Buford Middle School,Buford Middle School,481,6.4
240055000,Buford Middle School,Buford Middle School,613,8.2
230108000,Johnson Elementary School,Johnson Elementary School,704,9.4
240026000,Johnson Elementary School,Johnson Elementary School,802,10.7
230116000,Johnson Elementary School,Johnson Elementary School,644,8.6
240032000,Johnson Elementary School,Johnson Elementary School,802,10.7
240054000,Buford Middle School,Buford Middle School,634,8.5
230115000,Johnson Elementary School,Johnson Elementary School,632,8.4
240127000,Buford Middle School,Buford Middle School,470,6.3
240049000,Buford Middle School,Buford Middle School,784,10.4
240051000,Buford Middle School,Buford Middle School,749,10
240048000,Buford Middle School,Buford Middle School,799,10.7
240050000,Buford Middle School,Buford Middle School,765,10.2
230114100,Johnson Elementary School,Johnson Elementary School,626,8.3
240205000,Buford Middle School,Buford Middle School,1338,17.8
240206000,Buford Middle School,Buford Middle School,437,5.8
240047000,Buford Middle School,Buford Middle School,816,10.9
230109000,Johnson Elementary School,Johnson Elementary School,682,9.1
240128000,Buford Middle School,Buford Middle School,480,6.4
240053000,Buford Middle School,Buford Middle School,654,8.7
240204000,Buford Middle School,Buford Middle School,1333,17.8
250132100,Buford Middle School,Buford Middle School,501,6.7
240203000,Buford Middle School,Buford Middle School,1328,17.7
250132000,Buford Middle School,Buford Middle School,473,6.3
240129000,Buford Middle School,Buford Middle School,489,6.5
230110000,Johnson Elementary School,Johnson Elementary School,662,8.8
240033000,Johnson Elementary School,Johnson Elementary School,802,10.7
250003000,Buford Middle School,Buford Middle School,669,8.9
240027000,Johnson Elementary School,Johnson Elementary School,786,10.5
240130000,Buford Middle School,Buford Middle School,501,6.7
240052000,Buford Middle School,Buford Middle School,721,9.6
240207000,Buford Middle School,Buford Middle School,1326,17.7
240046000,Buford Middle School,Buford Middle School,832,11.1
240202000,Buford Middle School,Buford Middle School,1324,17.7
230111000,Johnson Elementary School,Johnson Elementary School,645,8.6
230114000,Johnson Elementary School,Johnson Elementary School,606,8.1
240131000,Buford Middle School,Buford Middle School,516,6.9
240092000,Buford Middle School,Buford Middle School,648,8.6
240208000,Buford Middle School,Buford Middle School,1322,17.6
240028000,Johnson Elementary School,Johnson Elementary School,762,10.2
240201000,Buford Middle School,Buford Middle School,1318,17.6
230112000,Johnson Elementary School,Johnson Elementary School,625,8.3
240209000,Buford Middle School,Buford Middle School,1304,17.4
240045000,Buford Middle School,Buford Middle School,850,11.3
240132000,Buford Middle School,Buford Middle School,533,7.1
240034000,Johnson Elementary School,Johnson Elementary School,790,10.5
240058000,Buford Middle School,Buford Middle School,903,12
240059000,Buford Middle School,Buford Middle School,868,11.6
240093000,Buford Middle School,Buford Middle School,666,8.9
230113000,Johnson Elementary School,Johnson Elementary School,619,8.2
240057000,Buford Middle School,Buford Middle School,931,12.4
240210000,Buford Middle School,Buford Middle School,1294,17.3
240200000,Buford Middle School,Buford Middle School,1311,17.5
240029000,Johnson Elementary School,Johnson Elementary School,739,9.8
240133000,Buford Middle School,Buford Middle School,552,7.4
240044000,Buford Middle School,Buford Middle School,868,11.6
240056000,Buford Middle School,Buford Middle School,955,12.7
240211000,Buford Middle School,Buford Middle School,1284,17.1
240199000,Buford Middle School,Buford Middle School,1307,17.4
240035000,Johnson Elementary School,Johnson Elementary School,768,10.2
240094000,Buford Middle School,Buford Middle School,696,9.3
240134000,Buford Middle School,Buford Middle School,566,7.5
220195000,Johnson Elementary School,Johnson Elementary School,604,8.1
240198000,Buford Middle School,Buford Middle School,1287,17.2
240212000,Buford Middle School,Buford Middle School,1273,17
240031000,Johnson Elementary School,Johnson Elementary School,661,8.8
240135000,Buford Middle School,Buford Middle School,575,7.7
240043000,Buford Middle School,Buford Middle School,885,11.8
220195100,Johnson Elementary School,Johnson Elementary School,556,7.4
240213000,Buford Middle School,Buford Middle School,1263,16.8
240060000,Buford Middle School,Buford Middle School,866,11.5
240036000,Johnson Elementary School,Johnson Elementary School,744,9.9
240136000,Buford Middle School,Buford Middle School,585,7.8
240030000,Johnson Elementary School,Johnson Elementary School,693,9.2
240197000,Buford Middle School,Buford Middle School,1274,17
240081000,Buford Middle School,Buford Middle School,901,12
240214000,Buford Middle School,Buford Middle School,1252,16.7
240137000,Buford Middle School,Buford Middle School,596,7.9
240042000,Johnson Elementary School,Johnson Elementary School,873,11.6
240196000,Buford Middle School,Buford Middle School,1262,16.8
240080000,Buford Middle School,Buford Middle School,996,13.3
240095000,Buford Middle School,Buford Middle School,720,9.6
240061000,Buford Middle School,Buford Middle School,883,11.8
240215000,Buford Middle School,Buford Middle School,1242,16.6
240037000,Johnson Elementary School,Johnson Elementary School,712,9.5
240195000,Buford Middle School,Buford Middle School,1253,16.7
240091000,Buford Middle School,Buford Middle School,897,12
240138000,Buford Middle School,Buford Middle School,608,8.1
240106000,Johnson Elementary School,Johnson Elementary School,633,8.4
240082000,Buford Middle School,Buford Middle School,918,12.2
240041000,Johnson Elementary School,Johnson Elementary School,852,11.4
240216000,Buford Middle School,Buford Middle School,1232,16.4
240139000,Buford Middle School,Buford Middle School,620,8.3
240194000,Buford Middle School,Buford Middle School,1243,16.6
240079000,Buford Middle School,Buford Middle School,1015,13.5
240096000,Buford Middle School,Buford Middle School,739,9.9
240038000,Johnson Elementary School,Johnson Elementary School,739,9.8
240062000,Johnson Elementary School,Johnson Elementary School,892,11.9
240217000,Buford Middle School,Buford Middle School,1220,16.3
240140000,Buford Middle School,Buford Middle School,629,8.4
240193000,Buford Middle School,Buford Middle School,1232,16.4
240107000,Johnson Elementary School,Johnson Elementary School,660,8.8
240039000,Johnson Elementary School,Johnson Elementary School,758,10.1
240083000,Buford Middle School,Buford Middle School,932,12.4
240218000,Buford Middle School,Buford Middle School,1210,16.1
240141000,Buford Middle School,Buford Middle School,639,8.5
240192000,Buford Middle School,Buford Middle School,1223,16.3
240063000,Johnson Elementary School,Johnson Elementary School,872,11.6
240090000,Buford Middle School,Buford Middle School,931,12.4
240078000,Buford Middle School,Buford Middle School,1035,13.8
240108000,Johnson Elementary School,Johnson Elementary School,722,9.6
240097000,Buford Middle School,Buford Middle School,759,10.1
240219000,Buford Middle School,Buford Middle School,1199,16
240040000,Johnson Elementary School,Johnson Elementary School,785,10.5
240191000,Buford Middle School,Buford Middle School,1213,16.2
240142000,Buford Middle School,Buford Middle School,650,8.7
240084000,Buford Middle School,Buford Middle School,951,12.7
240143000,Buford Middle School,Buford Middle School,659,8.8
240190000,Buford Middle School,Buford Middle School,1203,16
240220000,Buford Middle School,Buford Middle School,1189,15.9
240109000,Johnson Elementary School,Johnson Elementary School,741,9.9
240064000,Johnson Elementary School,Johnson Elementary School,854,11.4
240120000,Buford Middle School,Buford Middle School,1046,13.9
240089000,Buford Middle School,Buford Middle School,958,12.8
240077000,Buford Middle School,Buford Middle School,1102,14.7
240098000,Buford Middle School,Buford Middle School,779,10.4
240144000,Buford Middle School,Buford Middle School,669,8.9
240221000,Buford Middle School,Buford Middle School,1178,15.7
240189000,Buford Middle School,Buford Middle School,1192,15.9
240110000,Johnson Elementary School,Johnson Elementary School,759,10.1
240188000,Buford Middle School,Buford Middle School,1183,15.8
240145000,Buford Middle School,Buford Middle School,679,9.1
240065000,Johnson Elementary School,Johnson Elementary School,828,11
240085000,Buford Middle School,Buford Middle School,980,13.1
240222000,Buford Middle School,Buford Middle School,1168,15.6
240088000,Buford Middle School,Buford Middle School,967,12.9
240111000,Johnson Elementary School,Johnson Elementary School,777,10.3
240187000,Buford Middle School,Buford Middle School,1173,15.6
240146000,Buford Middle School,Buford Middle School,690,9.2
240223000,Buford Middle School,Buford Middle School,1157,15.4
240076000,Buford Middle School,Buford Middle School,1081,14.4
240099000,Buford Middle School,Buford Middle School,800,10.7
240066000,Johnson Elementary School,Johnson Elementary School,845,11.3
240186000,Buford Middle School,Buford Middle School,1162,15.5
240147000,Buford Middle School,Buford Middle School,699,9.3
240112000,Johnson Elementary School,Johnson Elementary School,798,10.6
240224000,Buford Middle School,Buford Middle School,1147,15.3
240086000,Buford Middle School,Buford Middle School,994,13.2
240148000,Buford Middle School,Buford Middle School,709,9.5
240087000,Buford Middle School,Buford Middle School,983,13.1
240185000,Buford Middle School,Buford Middle School,1152,15.4
240067000,Johnson Elementary School,Johnson Elementary School,869,11.6
240225000,Buford Middle School,Buford Middle School,1136,15.2
240075000,Buford Middle School,Buford Middle School,1056,14.1
240100000,Buford Middle School,Buford Middle School,818,10.9
240184000,Buford Middle School,Buford Middle School,1143,15.2
240149000,Buford Middle School,Buford Middle School,720,9.6
240226000,Buford Middle School,Buford Middle School,1126,15
240068000,Johnson Elementary School,Johnson Elementary School,887,11.8
240183000,Buford Middle School,Buford Middle School,1133,15.1
240150000,Buford Middle School,Buford Middle School,730,9.7
240113000,Johnson Elementary School,Johnson Elementary School,853,11.4
240227000,Buford Middle School,Buford Middle School,1116,14.9
240069000,Johnson Elementary School,Johnson Elementary School,906,12.1
240074000,Buford Middle School,Buford Middle School,1022,13.6
240101000,Buford Middle School,Buford Middle School,835,11.1
240182000,Buford Middle School,Buford Middle School,1122,15
240151000,Buford Middle School,Buford Middle School,739,9.9
240228000,Buford Middle School,Buford Middle School,1105,14.7
240070000,Johnson Elementary School,Johnson Elementary School,925,12.3
240152000,Buford Middle School,Buford Middle School,750,10
240181000,Buford Middle School,Buford Middle School,1112,14.8
240114000,Johnson Elementary School,Johnson Elementary School,877,11.7
250004200,Buford Middle School,Buford Middle School,703,9.4
240229000,Buford Middle School,Buford Middle School,1095,14.6
240073000,Buford Middle School,Buford Middle School,1001,13.3
240071000,Johnson Elementary School,Johnson Elementary School,943,12.6
240180000,Buford Middle School,Buford Middle School,1102,14.7
240153000,Buford Middle School,Buford Middle School,759,10.1
240102000,Buford Middle School,Buford Middle School,857,11.4
240230000,Buford Middle School,Buford Middle School,1084,14.5
240115000,Johnson Elementary School,Johnson Elementary School,897,12
240154000,Buford Middle School,Buford Middle School,769,10.3
240179000,Buford Middle School,Buford Middle School,1092,14.6
240072000,Buford Middle School,Buford Middle School,971,12.9
250004100,Buford Middle School,Buford Middle School,705,9.4
240231000,Buford Middle School,Buford Middle School,1073,14.3
240103000,Buford Middle School,Buford Middle School,872,11.6
240178000,Buford Middle School,Buford Middle School,1082,14.4
240155000,Buford Middle School,Buford Middle School,780,10.4
240116100,Johnson Elementary School,Johnson Elementary School,919,12.2
240232000,Buford Middle School,Buford Middle School,1064,14.2
240156000,Buford Middle School,Buford Middle School,790,10.5
240177000,Buford Middle School,Buford Middle School,1072,14.3
240104000,Buford Middle School,Buford Middle School,890,11.9
240116000,Johnson Elementary School,Johnson Elementary School,940,12.5
250005000,Buford Middle School,Buford Middle School,870,11.6
240233000,Buford Middle School,Buford Middle School,1052,14
240176000,Buford Middle School,Buford Middle School,1063,14.2
240157000,Buford Middle School,Buford Middle School,800,10.7
240105000,Buford Middle School,Buford Middle School,916,12.2
240234000,Buford Middle School,Buford Middle School,1042,13.9
240117000,Johnson Elementary School,Johnson Elementary School,964,12.8
240175000,Buford Middle School,Buford Middle School,1052,14
240158000,Buford Middle School,Buford Middle School,810,10.8
240235000,Buford Middle School,Buford Middle School,1032,13.8
240159000,Buford Middle School,Buford Middle School,820,10.9
240174000,Buford Middle School,Buford Middle School,1042,13.9
240118000,Johnson Elementary School,Johnson Elementary School,994,13.2
240236000,Buford Middle School,Buford Middle School,1021,13.6
240173000,Buford Middle School,Buford Middle School,1031,13.8
240160000,Buford Middle School,Buford Middle School,830,11.1
240237000,Buford Middle School,Buford Middle School,1011,13.5
240161000,Buford Middle School,Buford Middle School,840,11.2
240172000,Buford Middle School,Buford Middle School,1021,13.6
240240000,Buford Middle School,Buford Middle School,783,10.4
240238000,Buford Middle School,Buford Middle School,1000,13.3
240171000,Buford Middle School,Buford Middle School,1012,13.5
240162000,Buford Middle School,Buford Middle School,851,11.3
240119000,Buford Middle School,Buford Middle School,1081,14.4
250007000,Buford Middle School,Buford Middle School,1047,14
240241000,Buford Middle School,Buford Middle School,783,10.4
240239000,Buford Middle School,Buford Middle School,990,13.2
240163000,Buford Middle School,Buford Middle School,860,11.5
240170000,Buford Middle School,Buford Middle School,1001,13.4
240242000,Buford Middle School,Buford Middle School,798,10.6
240169000,Buford Middle School,Buford Middle School,992,13.2
240164000,Buford Middle School,Buford Middle School,870,11.6
22B267000,Buford Middle School,Buford Middle School,1005,13.4
240243000,Buford Middle School,Buford Middle School,808,10.8
240165000,Buford Middle School,Buford Middle School,880,11.7
240168000,Buford Middle School,Buford Middle School,959,12.8
22B266000,Buford Middle School,Buford Middle School,1016,13.6
240244000,Buford Middle School,Buford Middle School,818,10.9
240166000,Buford Middle School,Buford Middle School,890,11.9
250117000,Buford Middle School,Buford Middle School,983,13.1
22B265000,Buford Middle School,Buford Middle School,1026,13.7
240245000,Buford Middle School,Buford Middle School,976,13
240167000,Buford Middle School,Buford Middle School,926,12.4
250118000,Buford Middle School,Buford Middle School,992,13.2
22B264000,Buford Middle School,Buford Middle School,1036,13.8
250119000,Buford Middle School,Buford Middle School,1002,13.4
240246000,Buford Middle School,Buford Middle School,953,12.7
250120000,Buford Middle School,Buford Middle School,1010,13.5
22B268000,Buford Middle School,Buford Middle School,978,13
22B263000,Buford Middle School,Buford Middle School,1046,13.9
240247000,Buford Middle School,Buford Middle School,951,12.7
250121000,Buford Middle School,Buford Middle School,1028,13.7
240248000,Buford Middle School,Buford Middle School,962,12.8
22B269000,Buford Middle School,Buford Middle School,1010,13.5
22B262000,Buford Middle School,Buford Middle School,1056,14.1
250122000,Buford Middle School,Buford Middle School,1048,14
240249000,Buford Middle School,Buford Middle School,972,13
22B297000,Buford Middle School,Buford Middle School,946,12.6
250123000,Buford Middle School,Buford Middle School,1062,14.2
22B270000,Buford Middle School,Buford Middle School,1019,13.6
22B261000,Buford Middle School,Buford Middle School,1067,14.2
250124000,Buford Middle School,Buford Middle School,1073,14.3
22B271000,Buford Middle School,Buford Middle School,1030,13.7
22B296000,Buford Middle School,Buford Middle School,945,12.6
22B260000,Buford Middle School,Buford Middle School,1070,14.3
250125000,Buford Middle School,Buford Middle School,1078,14.4
250125100,Buford Middle School,Buford Middle School,1086,14.5
22B272000,Buford Middle School,Buford Middle School,1040,13.9
22B295000,Buford Middle School,Buford Middle School,956,12.7
22B259000,Buford Middle School,Buford Middle School,1061,14.2
250126300,Buford Middle School,Buford Middle School,1030,13.7
22B273000,Buford Middle School,Buford Middle School,1050,14
22B294000,Buford Middle School,Buford Middle School,966,12.9
22B215000,Buford Middle School,Buford Middle School,974,13
22B258000,Buford Middle School,Buford Middle School,1051,14
22B214000,Buford Middle School,Buford Middle School,966,12.9
22B293000,Buford Middle School,Buford Middle School,975,13
22B274000,Buford Middle School,Buford Middle School,1059,14.1
22B257000,Buford Middle School,Buford Middle School,1040,13.9
22B213000,Buford Middle School,Buford Middle School,975,13
250126200,Buford Middle School,Buford Middle School,1028,13.7
22B212000,Buford Middle School,Buford Middle School,984,13.1
250126100,Buford Middle School,Buford Middle School,1108,14.8
22B275000,Buford Middle School,Buford Middle School,1070,14.3
22B292000,Buford Middle School,Buford Middle School,986,13.2
22B256000,Buford Middle School,Buford Middle School,1030,13.7
22B211000,Buford Middle School,Buford Middle School,995,13.3
250126000,Buford Middle School,Buford Middle School,1106,14.7
22B210000,Buford Middle School,Buford Middle School,1004,13.4
22B276000,Buford Middle School,Buford Middle School,1080,14.4
22B291000,Buford Middle School,Buford Middle School,996,13.3
22B255000,Buford Middle School,Buford Middle School,1020,13.6
22B209000,Buford Middle School,Buford Middle School,1014,13.5
22B277000,Buford Middle School,Buford Middle School,1078,14.4
22B254000,Buford Middle School,Buford Middle School,976,13
22B290000,Buford Middle School,Buford Middle School,1006,13.4
22B208000,Buford Middle School,Buford Middle School,1024,13.7
22B217000,Buford Middle School,Buford Middle School,1000,13.3
22B207000,Buford Middle School,Buford Middle School,1034,13.8
22B289000,Buford Middle School,Buford Middle School,1016,13.6
22B278000,Buford Middle School,Buford Middle School,1068,14.2
22B206000,Buford Middle School,Buford Middle School,1038,13.8
22B218000,Buford Middle School,Buford Middle School,1010,13.5
22B205000,Buford Middle School,Buford Middle School,1048,14
22B279000,Buford Middle School,Buford Middle School,1057,14.1
22B253000,Buford Middle School,Buford Middle School,985,13.1
22B288000,Buford Middle School,Buford Middle School,1025,13.7
22B321000,Buford Middle School,Buford Middle School,1379,18.4
22B204000,Buford Middle School,Buford Middle School,1124,15
22B203100,Buford Middle School,Buford Middle School,1124,15
22B202000,Buford Middle School,Buford Middle School,1131,15.1
22B203000,Buford Middle School,Buford Middle School,1124,15
22B219000,Buford Middle School,Buford Middle School,1020,13.6
22B320000,Buford Middle School,Buford Middle School,1384,18.5
22B202100,Buford Middle School,Buford Middle School,1104,14.7
22B287000,Buford Middle School,Buford Middle School,1036,13.8
22B280000,Buford Middle School,Buford Middle School,1047,14
22B220000,Buford Middle School,Buford Middle School,1030,13.7
22B252000,Buford Middle School,Buford Middle School,985,13.1
22B201000,Buford Middle School,Buford Middle School,1109,14.8
22B286000,Buford Middle School,Buford Middle School,1046,14
22B281000,Buford Middle School,Buford Middle School,1030,13.7
22B221000,Buford Middle School,Buford Middle School,1040,13.9
22B322000,Buford Middle School,Buford Middle School,1371,18.3
22B251000,Buford Middle School,Buford Middle School,1000,13.3
22B082000,Buford Middle School,Buford Middle School,1023,13.6
22B201100,Buford Middle School,Buford Middle School,1116,14.9
22B285000,Buford Middle School,Buford Middle School,1061,14.1
22B222000,Buford Middle School,Buford Middle School,1050,14
22B250000,Buford Middle School,Buford Middle School,1010,13.5
22B282000,Buford Middle School,Buford Middle School,1044,13.9
22B200000,Buford Middle School,Buford Middle School,1124,15
22B323000,Buford Middle School,Buford Middle School,1368,18.2
22B223000,Buford Middle School,Buford Middle School,1060,14.1
22B249000,Buford Middle School,Buford Middle School,1020,13.6
22B200100,Buford Middle School,Buford Middle School,1210,16.1
22B283000,Buford Middle School,Buford Middle School,1055,14.1
22B224000,Buford Middle School,Buford Middle School,1070,14.3
22B248000,Buford Middle School,Buford Middle School,1030,13.7
22B199000,Buford Middle School,Buford Middle School,1219,16.3
22B284000,Buford Middle School,Buford Middle School,1088,14.5
22B324000,Buford Middle School,Buford Middle School,1355,18.1
22B247000,Buford Middle School,Buford Middle School,1040,13.9
22B319000,Buford Middle School,Buford Middle School,1387,18.5
22B225000,Buford Middle School,Buford Middle School,1080,14.4
22B199100,Buford Middle School,Buford Middle School,1232,16.4
22B246000,Buford Middle School,Buford Middle School,1050,14
22B226000,Buford Middle School,Buford Middle School,1090,14.5
22B325000,Buford Middle School,Buford Middle School,1346,17.9
22B318000,Buford Middle School,Buford Middle School,1382,18.4
22B245000,Buford Middle School,Buford Middle School,1065,14.2
22B227000,Buford Middle School,Buford Middle School,1116,14.9
22B198000,Buford Middle School,Buford Middle School,1259,16.8
22B326000,Buford Middle School,Buford Middle School,1334,17.8
22B317000,Buford Middle School,Buford Middle School,1375,18.3
22B228000,Buford Middle School,Buford Middle School,1120,14.9
22B327000,Buford Middle School,Buford Middle School,1323,17.6
22B316000,Buford Middle School,Buford Middle School,1373,18.3
22B229000,Buford Middle School,Buford Middle School,1160,15.5
22B243000,Buford Middle School,Buford Middle School,1085,14.5
22B230000,Buford Middle School,Buford Middle School,1168,15.6
22B315000,Buford Middle School,Buford Middle School,1345,17.9
22B328000,Buford Middle School,Buford Middle School,1313,17.5
22B314000,Buford Middle School,Buford Middle School,1334,17.8
22B241000,Buford Middle School,Buford Middle School,1104,14.7
22B329000,Buford Middle School,Buford Middle School,1302,17.4
22B197000,Jackson  Via Elementary School,Jackson  Via Elementary School,1224,16.3
22B313000,Buford Middle School,Buford Middle School,1324,17.7
22B330000,Buford Middle School,Buford Middle School,1292,17.2
22B239000,Buford Middle School,Buford Middle School,1119,14.9
22B312000,Buford Middle School,Buford Middle School,1314,17.5
22B331000,Buford Middle School,Buford Middle School,1281,17.1
22B238000,Buford Middle School,Buford Middle School,1130,15.1
22B334000,Buford Middle School,Buford Middle School,1193,15.9
22B311000,Buford Middle School,Buford Middle School,1304,17.4
22B237000,Buford Middle School,Buford Middle School,1140,15.2
22B196000,Jackson  Via Elementary School,Jackson  Via Elementary School,1193,15.9
22B333000,Buford Middle School,Buford Middle School,1208,16.1
22B310000,Buford Middle School,Buford Middle School,1294,17.3
22B332000,Buford Middle School,Buford Middle School,1258,16.8
22B236000,Buford Middle School,Buford Middle School,1149,15.3
22B235000,Buford Middle School,Buford Middle School,1159,15.5
22B309000,Buford Middle School,Buford Middle School,1283,17.1
22B231000,Buford Middle School,Buford Middle School,1169,15.6
22B308000,Buford Middle School,Buford Middle School,1271,17
22B195000,Jackson  Via Elementary School,Jackson  Via Elementary School,1164,15.5
22B298000,Buford Middle School,Buford Middle School,1178,15.7
22B307000,Buford Middle School,Buford Middle School,1260,16.8
22B299000,Buford Middle School,Buford Middle School,1190,15.9
22B306000,Buford Middle School,Buford Middle School,1253,16.7
22B300000,Buford Middle School,Buford Middle School,1201,16
22B305000,Buford Middle School,Buford Middle School,1247,16.6
22B335000,Jackson  Via Elementary School,Jackson  Via Elementary School,1146,15.3
22B301000,Buford Middle School,Buford Middle School,1208,16.1
22B304000,Buford Middle School,Buford Middle School,1235,16.5
22B302000,Buford Middle School,Buford Middle School,1218,16.2
22B303000,Buford Middle School,Buford Middle School,1223,16.3
22B336000,Jackson  Via Elementary School,Jackson  Via Elementary School,1136,15.2
22B337000,Jackson  Via Elementary School,Jackson  Via Elementary School,1127,15
22B338000,Jackson  Via Elementary School,Jackson  Via Elementary School,1119,14.9
22B339000,Jackson  Via Elementary School,Jackson  Via Elementary School,1109,14.8
22B340000,Jackson  Via Elementary School,Jackson  Via Elementary School,1100,14.7
22B341000,Jackson  Via Elementary School,Jackson  Via Elementary School,1091,14.5
22B234000,Jackson  Via Elementary School,Jackson  Via Elementary School,1078,14.4
